datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.684,SE,NA,4,30,5.953,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.484,SE,NA,4,30,7.014,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.164,SE,NA,4,30,7.999,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.324,SE,NA,4,30,9.002,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.164,SE,NA,4,30,9.987,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.004,SE,NA,4,30,11.01,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.844,SE,NA,4,30,11.995,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.324,SE,NA,4,30,12.98,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.004,SE,NA,4,30,13.983,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.524,SE,NA,4,30,15.025,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,89.189,SE,NA,4,30,0.96,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,90.606,SE,NA,4,30,1.995,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,91.406,SE,NA,4,30,2.98,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,91.406,SE,NA,4,30,3.965,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.206,SE,NA,4,30,5.006,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.686,SE,NA,4,30,5.991,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,91.886,SE,NA,4,30,6.995,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.206,SE,NA,4,30,7.999,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.206,SE,NA,4,30,8.983,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.206,SE,NA,4,30,9.987,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.206,SE,NA,4,30,10.953,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.366,SE,NA,4,30,11.976,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.366,SE,NA,4,30,12.98,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.206,SE,NA,4,30,14.002,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.046,SE,NA,4,30,14.987,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,60.047,SE,NA,4,30,0.96,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,69.955,SE,NA,4,30,1.96,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,76.355,SE,NA,4,30,2.926,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,87.556,SE,NA,4,30,3.949,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,89.156,SE,NA,4,30,4.954,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.476,SE,NA,4,30,5.977,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.476,SE,NA,4,30,6.962,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.476,SE,NA,4,30,7.966,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.636,SE,NA,4,30,9.008,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.316,SE,NA,4,30,9.975,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.476,SE,NA,4,30,10.998,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.316,SE,NA,4,30,11.964,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.156,SE,NA,4,30,12.987,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.316,SE,NA,4,30,13.972,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,15-May,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.476,SE,NA,4,30,14.977,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,63.69,SE,NA,4,30,0.988,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,75.235,SE,NA,4,30,1.979,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,85.476,SE,NA,4,30,2.983,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,94.596,SE,NA,4,30,3.949,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,95.556,SE,NA,4,30,4.972,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.156,SE,NA,4,30,5.977,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.316,SE,NA,4,30,7,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.476,SE,NA,4,30,7.985,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.316,SE,NA,4,30,8.951,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.316,SE,NA,4,30,9.993,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.476,SE,NA,4,30,10.96,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.636,SE,NA,4,30,12.002,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.476,SE,NA,4,30,12.968,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.796,SE,NA,4,30,13.953,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,20-Oct,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,97.476,SE,NA,4,30,14.958,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,90.012,SE,NA,4,30,0.974,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,91.556,SE,NA,4,30,1.979,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,92.516,SE,NA,4,30,2.945,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,93.316,SE,NA,4,30,3.949,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,94.436,SE,NA,4,30,4.935,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,94.756,SE,NA,4,30,5.996,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.356,SE,NA,4,30,7,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.036,SE,NA,4,30,7.966,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.196,SE,NA,4,30,8.97,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.356,SE,NA,4,30,9.975,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.516,SE,NA,4,30,10.922,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.356,SE,NA,4,30,11.983,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.676,SE,NA,4,30,12.987,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.516,SE,NA,4,30,13.972,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,25/15,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,96.676,SE,NA,4,30,15.015,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30/20,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,95.887,SE,NA,4,30,0.974,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30/20,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,95.716,SE,NA,4,30,1.96,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30/20,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,98.437,SE,NA,4,30,2.983,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30/20,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,99.237,SE,NA,4,30,3.968,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30/20,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,99.077,SE,NA,4,30,4.991,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30/20,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,99.077,SE,NA,4,30,5.996,unknown,Figure 4B,
li21,exp 1,JS,Tamarix,ramosissima,NA,Y,N,"Xinjiang Uygur Autonomous Region, China",44.316667 N,86.95 E,429,Asia,NA,2020,2020,room temp dark,NA,NA,NA,germ temp,NA,NA,30/20,NA,16-Aug,NA,NA,NA,N,NA,N,NA,NA,Y,per.germ,99.077,SE,NA,4,30,7,unknown,Figure 4B,
